Gene,Collapsing model,P value,No. participants,No. cases with QV,Proportion cases with QV,No. controls with QV,Proportion controls with QV,Odds ratio,Odds ratio LCI,Odds ratio UCI
SNAP29,flexnonsynmtr,0.1,429799,23,0.00129892133054724,369,0.000895431117323316,1.43,0.892,2.17
SNAPC3,flexnonsynmtr,0.0748,429799,39,0.00220251877788445,1191,0.00289013132989721,0.744,0.526,1.02
SNAPC4,flexnonsynmtr,0.0966,429799,253,0.0142881346360197,6501,0.0157756035060132,0.898,0.788,1.02
SNED1,flexnonsynmtr,0.0275,429799,112,0.00632518213136048,2077,0.00504013666851091,1.24,1.02,1.51
SNRNP200,flexnonsynmtr,0.097,429799,93,0.00525216016264754,2580,0.0062607378934801,0.835,0.671,1.03
SNRNP48,flexnonsynmtr,0.0471,429799,29,0.0016377703732987,983,0.0023853896702678,0.686,0.457,0.992
SNRPD3,flexnonsynmtr,0.0795,429799,0,0,80,0.00019413140754977,0,0,1.13
SNTB1,flexnonsynmtr,0.0665,429799,36,0.00203309425650873,1137,0.00275909262980111,0.728,0.507,1.01
SNX6,flexnonsynmtr,0.0147,429799,22,0.00124244649008867,289,0.000701299709773546,1.76,1.09,2.72
SNX7,flexnonsynmtr,0.0886,429799,26,0.00146834585192297,847,0.00205536627743319,0.709,0.46,1.05
SOCS7,flexnonsynmtr,0.0982,429799,108,0.00609928276952618,2141,0.00519544179455073,1.18,0.963,1.43
SPANXN4,flexnonsynmtr,0.0876,429799,8,0.000451798723668606,95,0.000230531046465352,1.87,0.785,3.85
SPATA18,flexnonsynmtr,0.0782,429799,61,0.00344496526797312,1766,0.00428545082166118,0.792,0.603,1.02
SPATA2,flexnonsynmtr,0.0916,429799,81,0.00457446207714463,1544,0.00374673616571057,1.22,0.96,1.52
SPDL1,flexnonsynmtr,0.0254,429799,130,0.00734172925961484,2452,0.00595012764140046,1.23,1.02,1.47
SPDYE1,flexnonsynmtr,0.0727,429799,51,0.00288021686338736,902,0.00218883162012366,1.31,0.966,1.74
SPG21,flexnonsynmtr,0.0325,429799,31,0.00175072005421585,1072,0.00260136086116692,0.679,0.459,0.969
SPINK8,flexnonsynmtr,0.0726,429799,3,0.000169424521375727,197,0.00047804859109131,0.35,0.0715,1.04
SPINT1,flexnonsynmtr,0.00773,429799,150,0.00847122606878636,2757,0.00669025363268396,1.26,1.06,1.49
SPINT3,flexnonsynmtr,0.0231,429799,18,0.00101654712825436,226,0.000548421226328101,1.82,1.06,2.95
SPNS2,flexnonsynmtr,0.0367,429799,68,0.00384028915118315,2026,0.00491637789619794,0.774,0.598,0.986
SPOP,flexnonsynmtr,0.0605,429799,44,0.00248489298017733,760,0.00184424837172282,1.36,0.976,1.84
SPPL2B,flexnonsynmtr,0.0713,429799,237,0.0133845371886824,4887,0.0118590023586966,1.13,0.986,1.29
SPSB3,flexnonsynmtr,0.0724,429799,51,0.00288021686338736,894,0.00216941847936868,1.31,0.967,1.74
SRA1,flexnonsynmtr,0.0918,429799,37,0.0020895690969673,1154,0.00280034555390544,0.749,0.524,1.04
SREK1,flexnonsynmtr,0.0398,429799,48,0.00271079234201163,816,0.00198014035700766,1.37,0.998,1.83
SRGAP2C,flexnonsynmtr,0.071,429799,26,0.00146834585192297,420,0.00101918988963629,1.46,0.94,2.16
SRGN,flexnonsynmtr,0.041,429799,36,0.00203309425650873,582,0.00141230598992458,1.45,1.01,2.03
SRP54,flexnonsynmtr,0.0545,429799,21,0.00118597164963009,311,0.000754685846849733,1.55,0.945,2.41
SRPK2,flexnonsynmtr,0.0611,429799,13,0.000734172925961484,505,0.00122545451015793,0.585,0.309,1.01
SSR4,flexnonsynmtr,0.0822,429799,12,0.000677698085502908,159,0.000385836172505169,1.72,0.868,3.09
SSTR5,flexnonsynmtr,0.1,429799,67,0.00378381431072457,1919,0.00465672713860012,0.814,0.628,1.04
ST3GAL3,flexnonsynmtr,0.0487,429799,17,0.000960072287795787,624,0.00151422497888821,0.614,0.355,0.992
ST3GAL6,flexnonsynmtr,0.0502,429799,43,0.00242841813971876,1334,0.00323714122089242,0.736,0.53,0.998
STAB1,flexnonsynmtr,0.0666,429799,343,0.0193708702772915,8782,0.0213107752637761,0.903,0.808,1.01
STAC3,flexnonsynmtr,0.0521,429799,49,0.00276726718247021,845,0.00205051299224445,1.35,0.988,1.8
STAM2,flexnonsynmtr,0.0217,429799,38,0.00214604393742588,1268,0.00307698280966386,0.691,0.487,0.954
STARD13,flexnonsynmtr,0.0209,429799,103,0.0058169085672333,2990,0.00725566135717267,0.795,0.646,0.968
STAU1,flexnonsynmtr,0.0273,429799,38,0.00214604393742588,591,0.00143414577327393,1.48,1.03,2.05
STK19,flexnonsynmtr,0.0795,429799,57,0.00321906590613882,1043,0.00253098822593013,1.28,0.96,1.67
STK39,flexnonsynmtr,0.0488,429799,21,0.00118597164963009,306,0.000742552633877872,1.6,0.977,2.49
STN1,flexnonsynmtr,0.00663,429799,51,0.00288021686338736,780,0.00189278122361026,1.51,1.12,2.01
STOX1,flexnonsynmtr,0.0706,429799,116,0.00655108149319478,2261,0.00548663890587539,1.19,0.978,1.43
STPG3,flexnonsynmtr,0.018,429799,128,0.00722877957869769,2387,0.00579239587276628,1.25,1.03,1.49
STX17,flexnonsynmtr,0.0187,429799,28,0.00158129553284012,1002,0.00243149587956087,0.647,0.427,0.941
STX2,flexnonsynmtr,0.0952,429799,16,0.000903597447337211,555,0.00134678663987653,0.652,0.37,1.07
STXBP5L,flexnonsynmtr,0.0225,429799,54,0.00304964138476309,1712,0.00415441212156509,0.731,0.546,0.959
STYXL1,flexnonsynmtr,0.086,429799,47,0.00265431750155306,1405,0.00340943284509284,0.774,0.565,1.03
SUB1,flexnonsynmtr,0.00435,429799,9,0.000508273564127181,69,0.000167438339011677,3.08,1.35,6.2
SUCLG1,flexnonsynmtr,0.063,429799,79,0.00446151239622748,1467,0.00355988468594392,1.25,0.983,1.57
SULF2,flexnonsynmtr,0.00878,429799,185,0.0104478454848365,3514,0.00852722207662367,1.23,1.05,1.42
SULT1A2,flexnonsynmtr,0.0575,429799,81,0.00457446207714463,1490,0.00361569746561447,1.25,0.985,1.56
SULT1C3,flexnonsynmtr,0.0842,429799,28,0.00158129553284012,907,0.00220096483309552,0.71,0.469,1.03
SULT1E1,flexnonsynmtr,0.00743,429799,17,0.000960072287795787,707,0.0017156363142211,0.538,0.311,0.868
SUMF2,flexnonsynmtr,0.0567,429799,22,0.00124244649008867,313,0.000759539132038477,1.57,0.967,2.42
SUV39H1,flexnonsynmtr,0.0809,429799,14,0.00079064776642006,197,0.00047804859109131,1.64,0.883,2.83
SV2A,flexnonsynmtr,0.0713,429799,50,0.00282374202292879,890,0.0021597119089912,1.3,0.958,1.73
SVBP,flexnonsynmtr,0.0943,429799,1,0.0000564748404585757,111,0.000269357327975306,0.21,0.00528,1.2
SYCN,flexnonsynmtr,0.0244,429799,59,0.00333201558705597,1007,0.00244362909253274,1.37,1.04,1.78
SYK,flexnonsynmtr,0.00285,429799,28,0.00158129553284012,1130,0.00274210613164051,0.581,0.384,0.844
SYN3,flexnonsynmtr,0.0161,429799,155,0.00875360027107923,2960,0.00718286207934151,1.23,1.04,1.44
SYNCRIP,flexnonsynmtr,0.0888,429799,15,0.000847122606878636,548,0.00132980014171593,0.635,0.353,1.06
SYNGAP1,flexnonsynmtr,0.0409,429799,76,0.00429208787485175,2246,0.0054502392669598,0.787,0.617,0.989
SYNGR4,flexnonsynmtr,0.0972,429799,95,0.00536510984356469,1853,0.00449656872737156,1.19,0.961,1.47
SYT15,flexnonsynmtr,0.0211,429799,3,0.000169424521375727,12,0.0000291197111324656,5.91,1.07,21.9
SYTL5,flexnonsynmtr,0.0599,429799,59,0.00333201558705597,1049,0.00254554808149636,1.29,0.975,1.68
TAC1,flexnonsynmtr,0.0737,429799,10,0.000564748404585757,121,0.000293623753919028,1.89,0.885,3.61
TAGLN2,flexnonsynmtr,0.0645,429799,61,0.00344496526797312,1104,0.00267901342418683,1.29,0.976,1.66
TAGLN3,flexnonsynmtr,0.082,429799,8,0.000451798723668606,353,0.000856604835813362,0.532,0.228,1.06
TALDO1,flexnonsynmtr,0.0984,429799,39,0.00220251877788445,1184,0.0028731448317366,0.757,0.536,1.04
TANC2,flexnonsynmtr,0.0203,429799,220,0.0124244649008867,4357,0.0105728817836794,1.18,1.02,1.35
TAS2R1,flexnonsynmtr,0.0313,429799,23,0.00129892133054724,836,0.0020286732088951,0.641,0.404,0.968
TAS2R13,flexnonsynmtr,0.0353,429799,20,0.00112949680917151,721,0.00174960931054231,0.628,0.381,0.978
TAS2R20,flexnonsynmtr,0.0064,429799,47,0.00265431750155306,1612,0.00391174786212787,0.677,0.495,0.906
TAS2R43,flexnonsynmtr,0.0877,429799,20,0.00112949680917151,678,0.0016452636789843,0.675,0.41,1.05
TAS2R8,flexnonsynmtr,0.0452,429799,43,0.00242841813971876,715,0.00173504945497607,1.38,0.989,1.88
TBC1D5,flexnonsynmtr,0.0849,429799,170,0.00960072287795787,3448,0.00836706366539511,1.15,0.977,1.34
TBCA,flexnonsynmtr,0.0657,429799,20,0.00112949680917151,291,0.00070615299496229,1.55,0.932,2.44
TBCCD1,flexnonsynmtr,0.0792,429799,66,0.003727339470266,1216,0.00295079739475651,1.25,0.963,1.61
TBR1,flexnonsynmtr,0.0384,429799,34,0.00192014457559157,1134,0.002751812702018,0.7,0.482,0.984
TBRG4,flexnonsynmtr,0.0929,429799,79,0.00446151239622748,2241,0.00543810605398794,0.823,0.649,1.03
TBX3,flexnonsynmtr,0.075,429799,55,0.00310611622522166,1629,0.0039530007862322,0.782,0.586,1.02
TCAIM,flexnonsynmtr,0.0432,429799,92,0.00519568532218896,1721,0.00417625190491444,1.25,1,1.55
TCEAL5,flexnonsynmtr,0.0292,429799,11,0.000621223245044333,110,0.000266930685380934,2.05,0.992,3.83
TCF12,flexnonsynmtr,0.00509,429799,91,0.00513921048173039,1546,0.00375158945089931,1.37,1.09,1.69
TCF24,flexnonsynmtr,0.00256,429799,4,0.000225899361834303,337,0.000817778554303408,0.271,0.0735,0.701
TEAD1,flexnonsynmtr,0.095,429799,20,0.00112949680917151,314,0.000761965774632849,1.49,0.898,2.34
TEC,flexnonsynmtr,0.0405,429799,59,0.00333201558705597,1812,0.0043970763810023,0.76,0.576,0.986
TECRL,flexnonsynmtr,0.0273,429799,47,0.00265431750155306,772,0.00187336808285528,1.41,1.03,1.9
TEF,flexnonsynmtr,0.0143,429799,12,0.000677698085502908,549,0.0013322267843103,0.503,0.258,0.886
TEN1,flexnonsynmtr,0.0715,429799,17,0.000960072287795787,622,0.00150937169369947,0.637,0.369,1.03
TEPSIN,flexnonsynmtr,0.0954,429799,92,0.00519568532218896,2550,0.00618793861564893,0.835,0.67,1.03
TEX19,flexnonsynmtr,0.0817,429799,37,0.0020895690969673,641,0.00155547790299254,1.34,0.937,1.87
TEX35,flexnonsynmtr,0.0712,429799,31,0.00175072005421585,1003,0.00243392252215525,0.721,0.487,1.03
TGFBR1,flexnonsynmtr,0.0111,429799,50,0.00282374202292879,785,0.00190491443658212,1.48,1.09,1.98
TGM2,flexnonsynmtr,0.0262,429799,58,0.00327554074659739,1781,0.00432185046057676,0.746,0.564,0.97
TGM3,flexnonsynmtr,0.0815,429799,106,0.00598633308860902,2922,0.00709064966075537,0.841,0.685,1.02
TGM7,flexnonsynmtr,0.00261,429799,56,0.00316259106568024,1877,0.00455480814963649,0.674,0.507,0.88
TGOLN2,flexnonsynmtr,0.0335,429799,94,0.00530863500310612,1734,0.00420779825864127,1.26,1.01,1.55
THBS3,flexnonsynmtr,0.0359,429799,89,0.00502626080081324,2601,0.00631169738796191,0.799,0.639,0.988
THY1,flexnonsynmtr,0.0281,429799,5,0.000282374202292879,294,0.000713432922745406,0.395,0.127,0.932
TIAM2,flexnonsynmtr,0.0204,429799,201,0.0113514429321737,3915,0.00950030575696689,1.19,1.02,1.37
TIGD4,flexnonsynmtr,0.0842,429799,25,0.00141187101146439,816,0.00198014035700766,0.698,0.449,1.04
TIGD7,flexnonsynmtr,0.09,429799,123,0.00694640537640481,2437,0.00591372800248488,1.17,0.97,1.41
TIMELESS,flexnonsynmtr,0.0292,429799,146,0.00824532670695205,4055,0.00984003572017899,0.832,0.7,0.982
TIMM9,flexnonsynmtr,0.00883,429799,19,0.00107302196871294,227,0.000550847868922474,1.96,1.16,3.13
TLE4,flexnonsynmtr,0.0987,429799,58,0.00327554074659739,1079,0.00261834735932753,1.26,0.948,1.64
TLN2,flexnonsynmtr,0.0872,429799,237,0.0133845371886824,6142,0.0149044388146336,0.892,0.779,1.02
TM4SF19,flexnonsynmtr,0.0436,429799,28,0.00158129553284012,428,0.00103860303039127,1.52,0.999,2.23
TMA16,flexnonsynmtr,0.0504,429799,8,0.000451798723668606,356,0.000863884763596478,0.509,0.218,1.01
TMC5,flexnonsynmtr,0.0609,429799,89,0.00502626080081324,2519,0.0061127126952234,0.816,0.653,1.01
TMCO2,flexnonsynmtr,0.0712,429799,7,0.00039532388321003,316,0.000766819059821593,0.496,0.198,1.03
TMCO4,flexnonsynmtr,0.0335,429799,212,0.011972666177218,4199,0.0101894722537686,1.17,1.01,1.34
TMED7,flexnonsynmtr,0.0372,429799,15,0.000847122606878636,195,0.000473195305902565,1.77,0.974,3
TMED9,flexnonsynmtr,0.0895,429799,39,0.00220251877788445,684,0.00165982353455054,1.34,0.943,1.85
TMEFF1,flexnonsynmtr,0.0597,429799,22,0.00124244649008867,318,0.000771672345010338,1.54,0.948,2.37
TMEM102,flexnonsynmtr,0.0981,429799,39,0.00220251877788445,1187,0.00288042475951972,0.762,0.539,1.05
TMEM106B,flexnonsynmtr,0.0512,429799,4,0.000225899361834303,235,0.000570261009677451,0.387,0.104,1
TMEM106C,flexnonsynmtr,0.034,429799,24,0.00135539617100582,860,0.00208691263116003,0.645,0.411,0.967
TMEM115,flexnonsynmtr,0.0487,429799,48,0.00271079234201163,814,0.00197528707181891,1.36,0.994,1.82
TMEM116,flexnonsynmtr,0.0766,429799,36,0.00203309425650873,1135,0.00275423934461237,0.739,0.514,1.03
TMEM132B,flexnonsynmtr,0.0675,429799,120,0.00677698085502908,2336,0.0056686371004533,1.19,0.981,1.43
TMEM139,flexnonsynmtr,0.0793,429799,16,0.000903597447337211,569,0.00138075963619774,0.636,0.361,1.04
TMEM150A,flexnonsynmtr,0.0641,429799,5,0.000282374202292879,260,0.000630927074536754,0.438,0.141,1.04
TMEM160,flexnonsynmtr,0.0885,429799,20,0.00112949680917151,697,0.00169136988827737,0.671,0.407,1.04
TMEM170A,flexnonsynmtr,0.0292,429799,30,0.00169424521375727,454,0.00110169573784495,1.53,1.02,2.22
TMEM176B,flexnonsynmtr,0.0574,429799,50,0.00282374202292879,870,0.00211117905710375,1.32,0.973,1.76
TMEM192,flexnonsynmtr,0.0153,429799,11,0.000621223245044333,513,0.0012448676509129,0.497,0.246,0.896
TMEM211,flexnonsynmtr,0.0386,429799,4,0.000225899361834303,251,0.000609087291187405,0.372,0.101,0.965
TMEM215,flexnonsynmtr,0.0101,429799,25,0.00141187101146439,324,0.00078623220057657,1.77,1.13,2.66
TMEM231,flexnonsynmtr,0.00188,429799,28,0.00158129553284012,1130,0.00274210613164051,0.571,0.378,0.831
TMEM238,flexnonsynmtr,0.0769,429799,0,0,72,0.000174718266794793,0,0,1.21
TMEM245,flexnonsynmtr,0.0586,429799,108,0.00609928276952618,2073,0.00503043009813343,1.21,0.988,1.47
TMEM255B,flexnonsynmtr,0.0612,429799,84,0.00474388659852036,2417,0.00586519515059744,0.811,0.644,1.01
TMEM38B,flexnonsynmtr,0.0374,429799,74,0.0041791381939346,1341,0.00325412771905303,1.29,1,1.63
TMEM50B,flexnonsynmtr,0.0108,429799,9,0.000508273564127181,471,0.00114294866194927,0.446,0.202,0.853
TMEM52B,flexnonsynmtr,0.0454,429799,37,0.0020895690969673,601,0.00145841219921765,1.43,0.996,1.99
TMEM56,flexnonsynmtr,0.0499,429799,26,0.00146834585192297,396,0.000960950467371364,1.51,0.973,2.25
TMEM63C,flexnonsynmtr,0.0748,429799,107,0.0060428079290676,2078,0.00504256331110529,1.2,0.976,1.46
TMEM64,flexnonsynmtr,0.000744,429799,17,0.000960072287795787,827,0.00200683342554575,0.469,0.272,0.756
TMEM82,flexnonsynmtr,0.0957,429799,31,0.00175072005421585,967,0.00234656338875785,0.735,0.497,1.05
TMEM98,flexnonsynmtr,0.0256,429799,7,0.00039532388321003,349,0.000846898265435874,0.442,0.176,0.92
TMOD4,flexnonsynmtr,0.0691,429799,37,0.0020895690969673,1154,0.00280034555390544,0.736,0.515,1.02
TMPRSS11D,flexnonsynmtr,0.0867,429799,74,0.0041791381939346,1395,0.00338516641914912,1.24,0.964,1.56
TMPRSS12,flexnonsynmtr,0.0623,429799,69,0.00389676399164172,1266,0.00307212952447512,1.27,0.979,1.62
TMSB15A,flexnonsynmtr,0.0285,429799,3,0.000169424521375727,225,0.000545994583733729,0.315,0.0646,0.934
TMTC3,flexnonsynmtr,0.0747,429799,74,0.0041791381939346,1382,0.00335362006542228,1.24,0.968,1.57
TNFRSF18,flexnonsynmtr,0.0252,429799,119,0.00672050601457051,2230,0.00541141298544985,1.24,1.02,1.49
TNFRSF8,flexnonsynmtr,0.0756,429799,85,0.00480036143897894,1618,0.00392630771769411,1.23,0.974,1.53
TNFSF12-TNFSF13,flexnonsynmtr,0.0115,429799,8,0.000451798723668606,433,0.00105073624336313,0.424,0.182,0.844
TNFSF18,flexnonsynmtr,0.0159,429799,85,0.00480036143897894,1516,0.00367879017306815,1.32,1.05,1.65
TNNI2,flexnonsynmtr,0.0756,429799,43,0.00242841813971876,1325,0.00321530143754307,0.759,0.547,1.03
TNRC6B,flexnonsynmtr,0.0378,429799,135,0.00762410346190772,2572,0.00624132475272512,1.21,1.01,1.44
TOMM20,flexnonsynmtr,0.081,429799,10,0.000564748404585757,121,0.000293623753919028,1.82,0.849,3.47
TOMM40L,flexnonsynmtr,0.0547,429799,12,0.000677698085502908,489,0.00118662822864797,0.571,0.293,1.01
TOMM70,flexnonsynmtr,0.0475,429799,35,0.00197661941605015,1147,0.00278335905574483,0.708,0.49,0.991
TPP1,flexnonsynmtr,0.0664,429799,73,0.00412266335347603,2104,0.00510565601855896,0.804,0.627,1.02
TPP2,flexnonsynmtr,0.0862,429799,65,0.00367086462980742,1881,0.00456451472001398,0.802,0.616,1.03
TPT1,flexnonsynmtr,0.0741,429799,64,0.00361438978934884,1190,0.00288770468730284,1.26,0.964,1.62
TPTE,flexnonsynmtr,0.00393,429799,17,0.000960072287795787,771,0.00187094144026091,0.51,0.296,0.823
TRABD2A,flexnonsynmtr,0.073,429799,54,0.00304964138476309,1615,0.00391902778991099,0.781,0.584,1.02
TRAIP,flexnonsynmtr,0.0147,429799,21,0.00118597164963009,810,0.00196558050144143,0.597,0.367,0.919
TRAPPC1,flexnonsynmtr,0.0609,429799,44,0.00248489298017733,759,0.00184182172912845,1.35,0.974,1.83
TRAPPC2,flexnonsynmtr,0.0964,429799,16,0.000903597447337211,581,0.00140987934733021,0.646,0.367,1.06
TREML1,flexnonsynmtr,0.0465,429799,26,0.00146834585192297,889,0.00215728526639682,0.669,0.434,0.987
TRH,flexnonsynmtr,0.0738,429799,43,0.00242841813971876,741,0.00179814216242975,1.33,0.953,1.81
TRIM17,flexnonsynmtr,0.0395,429799,51,0.00288021686338736,1573,0.00381710880094736,0.747,0.553,0.987
TRIM47,flexnonsynmtr,0.0711,429799,31,0.00175072005421585,997,0.00241936266658901,0.719,0.486,1.03
TRIM49B,flexnonsynmtr,0.0394,429799,44,0.00248489298017733,1383,0.00335604670801666,0.732,0.529,0.989
TRIM55,flexnonsynmtr,0.0325,429799,34,0.00192014457559157,1102,0.00267416013899809,0.691,0.476,0.972
TRIM64C,flexnonsynmtr,0.0572,429799,113,0.00638165697181905,3134,0.00760509789076226,0.832,0.683,1
TRIML2,flexnonsynmtr,0.0137,429799,86,0.00485683627943751,1503,0.00364724381934131,1.33,1.05,1.65
TRIP12,flexnonsynmtr,0.036,429799,106,0.00598633308860902,1982,0.00480960562204556,1.24,1.01,1.51
TRMO,flexnonsynmtr,0.0108,429799,118,0.00666403117411193,2160,0.0052415480038438,1.28,1.06,1.55
TRMT2B,flexnonsynmtr,0.0706,429799,26,0.00146834585192297,406,0.000985216893315085,1.46,0.941,2.17
TRPC3,flexnonsynmtr,0.0451,429799,71,0.00400971367255887,2112,0.00512506915931394,0.784,0.61,0.994
TRPC7,flexnonsynmtr,0.0731,429799,88,0.00496978596035466,2450,0.00594527435621172,0.821,0.656,1.02
TRPM4,flexnonsynmtr,0.0788,429799,136,0.0076805783023663,3681,0.00893247138988381,0.857,0.716,1.02
TRPM5,flexnonsynmtr,0.0166,429799,378,0.0213474896933416,7777,0.0188719994564321,1.14,1.02,1.26
TRPV3,flexnonsynmtr,0.028,429799,156,0.00881007511153781,3014,0.0073139007794376,1.2,1.02,1.41
TSC1,flexnonsynmtr,0.0361,429799,106,0.00598633308860902,1998,0.00484843190355552,1.24,1.01,1.51
TSGA10IP,flexnonsynmtr,0.0523,429799,119,0.00672050601457051,3302,0.00801277384661678,0.833,0.687,1
TSHR,flexnonsynmtr,0.0829,429799,94,0.00530863500310612,1815,0.00440435630878542,1.21,0.969,1.49
TSPAN2,flexnonsynmtr,0.0162,429799,50,0.00282374202292879,813,0.00197286042922454,1.43,1.05,1.91
TSPO2,flexnonsynmtr,0.0897,429799,4,0.000225899361834303,217,0.000526581442978752,0.425,0.115,1.1
TTC7A,flexnonsynmtr,0.0518,429799,132,0.00745467894053199,2526,0.006129699193384,1.2,0.995,1.43
TTC9B,flexnonsynmtr,0.083,429799,19,0.00107302196871294,286,0.000694019781990429,1.53,0.907,2.43
TTI2,flexnonsynmtr,0.0424,429799,73,0.00412266335347603,1311,0.00318132844122186,1.29,1,1.63
TTK,flexnonsynmtr,0.0572,429799,101,0.00570395888631615,1924,0.00466886035157198,1.22,0.985,1.49
TTLL9,flexnonsynmtr,0.00367,429799,51,0.00288021686338736,1756,0.00426118439571746,0.671,0.497,0.886
TTPA,flexnonsynmtr,0.064,429799,35,0.00197661941605015,1133,0.00274938605942362,0.722,0.5,1.01
TTPAL,flexnonsynmtr,0.0542,429799,16,0.000903597447337211,609,0.00147782533997263,0.615,0.349,1.01
TUBAL3,flexnonsynmtr,0.017,429799,141,0.00796295250465917,2670,0.00647913572697359,1.24,1.03,1.46
TVP23C,flexnonsynmtr,0.0983,429799,19,0.00107302196871294,639,0.00155062461780379,0.671,0.401,1.06
TXNDC8,flexnonsynmtr,0.0933,429799,36,0.00203309425650873,616,0.00149481183813323,1.35,0.937,1.89
TXNRD1,flexnonsynmtr,0.0417,429799,60,0.00338849042751454,1802,0.00437280995505858,0.763,0.58,0.988
U2AF2,flexnonsynmtr,0.021,429799,26,0.00146834585192297,372,0.000902711045106433,1.65,1.06,2.46
UBAC1,flexnonsynmtr,0.0646,429799,26,0.00146834585192297,880,0.00213544548304747,0.688,0.447,1.02
UBE2D1,flexnonsynmtr,0.078,429799,10,0.000564748404585757,126,0.000305756966890888,1.84,0.863,3.51
UBE2E2,flexnonsynmtr,0.0426,429799,14,0.00079064776642006,179,0.000434369024392611,1.82,0.976,3.14
UBE2F,flexnonsynmtr,0.0385,429799,12,0.000677698085502908,138,0.000334876678023354,1.96,0.985,3.53
UBE2I,flexnonsynmtr,0.099,429799,5,0.000282374202292879,56,0.000135891985284839,2.13,0.665,5.27
UBE2T,flexnonsynmtr,0.00294,429799,55,0.00310611622522166,838,0.00203352649408385,1.54,1.15,2.03
UBE3A,flexnonsynmtr,0.0534,429799,35,0.00197661941605015,582,0.00141230598992458,1.41,0.969,1.98
UBFD1,flexnonsynmtr,0.0976,429799,28,0.00158129553284012,909,0.00220581811828427,0.725,0.479,1.06
UBIAD1,flexnonsynmtr,0.0587,429799,27,0.00152482069238154,415,0.00100705667666443,1.46,0.953,2.16
UBL3,flexnonsynmtr,0.0432,429799,14,0.00079064776642006,181,0.000439222309581356,1.81,0.972,3.12
UBL5,flexnonsynmtr,0.0846,429799,5,0.000282374202292879,53,0.000128612057501723,2.24,0.699,5.57
UBXN2A,flexnonsynmtr,0.0194,429799,62,0.00350144010843169,1047,0.00254069479630762,1.37,1.04,1.77
UBXN2B,flexnonsynmtr,0.0249,429799,46,0.00259784266109448,750,0.0018199819457791,1.43,1.04,1.93
UCN3,flexnonsynmtr,0.0551,429799,39,0.00220251877788445,650,0.00157731768634188,1.39,0.976,1.92
UGT1A5,flexnonsynmtr,0.0682,429799,103,0.0058169085672333,1973,0.00478776583869621,1.21,0.98,1.47
UGT2B17,flexnonsynmtr,0.0935,429799,61,0.00344496526797312,1125,0.00272997291866865,1.25,0.949,1.62
UGT3A1,flexnonsynmtr,0.0498,429799,77,0.00434856271531033,1393,0.00338031313396038,1.27,0.993,1.6
UNKL,flexnonsynmtr,0.0218,429799,60,0.00338849042751454,1871,0.00454024829407026,0.742,0.564,0.96
URB1,flexnonsynmtr,0.0328,429799,386,0.0217992884170102,7955,0.0193039418382303,1.12,1.01,1.24
UROS,flexnonsynmtr,0.0489,429799,41,0.0023154684588016,669,0.00162342389563496,1.39,0.988,1.91
USF3,flexnonsynmtr,0.0489,429799,259,0.0146269836787711,5311,0.0128878988187104,1.14,0.999,1.29
USP17L2,flexnonsynmtr,0.0723,429799,58,0.00327554074659739,1719,0.00417139861972569,0.787,0.595,1.02
USP27X,flexnonsynmtr,0.0224,429799,31,0.00175072005421585,460,0.00111625559341118,1.56,1.05,2.25
USP30,flexnonsynmtr,0.028,429799,75,0.00423561303439318,2274,0.00551818525960222,0.774,0.606,0.975
